ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
Q0K7S4	1	uppP bacA H16_A2871	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	[MISSING]
Q0K0U4	1	upp upp2 H16_B1595	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	[MISSING]
Q0KD57	1	upp upp1 H16_A0918	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	[MISSING]
Q0K999	1	ugpQ H16_A2326	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	[MISSING]
Q0K998	1	ugpC H16_A2327	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	SUBUNIT: The complex is composed of two ATP-binding proteins (UgpC), two transmembrane proteins (UgpA and UgpE) and a solute-binding protein (UgpB). {ECO:0000255|HAMAP-Rule:MF_01727}.
Q0KDH2	1	ugd H16_A0802	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	[MISSING]
Q0K6D0	1	ubiX2 ubiX H16_A3372	Flavin prenyltransferase UbiX (EC 2.5.1.129)	[MISSING]
Q0K6F8	1	ubiX1 ubiX H16_A3344	Flavin prenyltransferase UbiX (EC 2.5.1.129)	[MISSING]
Q0JYE5	1	ubiX H16_B2447	Flavin prenyltransferase UbiX (EC 2.5.1.129)	[MISSING]
Q0KEB7	1	ubiH H16_A0504	2-Polyprenyl-6-methoxyphenol hydroxylase or related FAD-dependent oxidoreductase (EC 1.14.13.-)	[MISSING]
Q0KDI7	1	ubiG H16_A0787	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	[MISSING]
Q0KEH6	1	ubiE H16_A0445	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	[MISSING]
Q0K6D6	1	ubiD2 H16_A3366	3-Octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	[MISSING]
Q0K7T5	6	ubiD H16_A2859	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	SUBUNIT: Homohexamer. {ECO:0000256|HAMAP-Rule:MF_01636, ECO:0000256|SAAS:SAAS01052044}.
Q0K6Y1	1	ubiC H16_A3165	Probable chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	[MISSING]
Q0K739	1	ubiA H16_A3107	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase)	[MISSING]
Q0KED1	2	tyrS H16_A0490	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_02007, ECO:0000256|SAAS:SAAS00724244}.
Q0K2A2	1	tyrB2 H16_B1081	Tyrosine aminotransferase (EC 2.6.1.57)	[MISSING]
Q0KCH9	1	tyrB1 H16_A1151	Aminotransferase (EC 2.6.1.-)	[MISSING]
Q0KDI0	1	tyrA H16_A0794	Prephenate dehydrogenase (EC 1.3.1.12)	[MISSING]
Q0K9U2	1	ttuD2 H16_A2132	Hydroxypyruvate reductase (EC 1.1.1.81)	[MISSING]
Q0K5R2	1	ttuD1 H16_A3601	Hydroxypyruvate reductase (EC 1.1.1.81)	[MISSING]
Q0KF09	2	ttcA H16_A0260	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01850}.
Q0K789	1	truA2 H16_A3057	Pseudouridine synthase (EC 5.4.99.-)	[MISSING]
Q0KEA6	1	trpS H16_A0515	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	[MISSING]
Q0K6I2	1	trpG H16_A3320	Anthranilate synthase component II (EC 4.1.3.27)	[MISSING]
Q0K8H4	1	trpF H16_A2615	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	[MISSING]
Q0K6I3	1	trpE H16_A3319	Anthranilate synthase component 1 (EC 4.1.3.27)	SUBUNIT: Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE). {ECO:0000256|RuleBase:RU364045}.
Q0KER4	1	trpD2 H16_A0356	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	[MISSING]
Q0K6I1	2	trpD H16_A3321	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00211}.
Q0K6I0	1	trpC H16_A3322	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	[MISSING]
Q0K8H5	1	trpB H16_A2614	Tryptophan synthase beta chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000256|HAMAP-Rule:MF_00133, ECO:0000256|SAAS:SAAS00345877}.
Q0K8H7	1	trpA H16_A2612	Tryptophan synthase alpha chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000256|HAMAP-Rule:MF_00131, ECO:0000256|SAAS:SAAS01093360}.
Q0K0X3	1	treY H16_B1564	Maltooligosyl trehalose synthase (EC 5.4.99.16)	[MISSING]
Q0JZE6	1	treA H16_B2096	Neutral trehalase (EC 3.2.1.28)	[MISSING]
Q0KCT2	2	tpiA H16_A1047	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00147}.
Q0KBC0	1	tmk H16_A1569	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	[MISSING]
Q0K6Z9	1	tktA H16_A3147	Transketolase (EC 2.2.1.1)	[MISSING]
Q0K889	2	thyA H16_A2703	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00008}.
Q0KBZ3	2	thrS H16_A1339	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00184}.
Q0K9F9	1	thrC H16_A2265	Threonine synthase (EC 4.2.3.1)	[MISSING]
Q0K848	1	thrB H16_A2744	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	[MISSING]
Q0K9F8	1	thrA H16_A2266	Homoserine dehydrogenase (EC 1.1.1.3)	[MISSING]
Q0KF32	1	thiS H16_A0237	Thiamine biosynthesis sulfur transfer protein	[MISSING]
Q0KF33	1	thiO H16_A0236	Thiamine biosynthesis oxidoreductase	[MISSING]
Q0K6Z2	1	thiL H16_A3154	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	[MISSING]
Q0KF31	4	thiG H16_A0238	Thiazole synthase (EC 2.8.1.10)	SUBUNIT: Homotetramer. Forms heterodimers with either ThiH or ThiS. {ECO:0000255|HAMAP-Rule:MF_00443}.
Q0KEU0	1	thiF H16_A0330	Dinucleotide-utilizing enzyme involved in molybdopterin thiamine biosynthesis family 2	[MISSING]
Q0KF30	1	thiE H16_A0239	Thiamine monophosphate synthase (EC 2.5.1.3)	[MISSING]
Q0KF34	2	thiC H16_A0235	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00089}.
Q0K1B7	1	tdo2 H16_B1418	Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	[MISSING]
Q0KAD6	1	tdh H16_A1934	Threonine dehydrogenase (Zn dependent) (EC 1.1.1.103)	[MISSING]
Q0K3S3	1	tdcB H16_B0554	Threonine deaminase (EC 4.3.1.19)	[MISSING]
Q0JZ15	1	tauD2 H16_B2227	Probable taurine catabolism dioxygenase (EC 1.14.11.17)	[MISSING]
Q0JZ22	1	tauD1 H16_B2220	Taurine catabolism dioxygenase (EC 1.14.11.17)	[MISSING]
Q0K979	2	tal H16_A2346	Transaldolase (EC 2.2.1.2)	SUBUNIT: Homodimer. {ECO:0000250}.
Q0K950	1	surE H16_A2376	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	[MISSING]
Q0KCB6	1	suhB H16_A1214	Inositol-1-monophosphatase (EC 3.1.3.25)	[MISSING]
Q0KE74	1	sucD H16_A0548	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000256|HAMAP-Rule:MF_01988, ECO:0000256|RuleBase:RU000699}.
Q0KE75	1	sucC H16_A0547	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_00558}.
P52993	1	sucB odhB H16_A2324	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry. Part of the 2-oxoglutarate dehydrogenase (OGDH) complex composed of E1 (2-oxoglutarate dehydrogenase), E2 (dihydrolipoamide succinyltransferase) and E3 (dihydrolipoamide dehydrogenase); the complex contains multiple copies of the three enzymatic components (E1, E2 and E3). {ECO:0000250|UniProtKB:P0AFG6}.
Q0KDJ2	1	ssnA H16_A0782	Cytosine deaminase or related metal-dependent hydrolase (EC 3.5.4.-)	[MISSING]
Q0KBZ4	1	spoT2 H16_A1337	GTP pyrophosphokinase (EC 2.7.6.5)	[MISSING]
Q0KD21	1	spoT1 H16_A0955	GTP pyrophosphokinase (EC 2.7.6.5)	[MISSING]
Q0K8E4	1	speE H16_A2647	Spermidine synthase (EC 2.5.1.16)	[MISSING]
Q0K8Z8	1	sixA H16_A2434	Phosphohistidine phosphatase (EC 3.1.3.-)	[MISSING]
Q0K5A3	1	serS2 H16_B0015	Seryl-tRNA synthetase (EC 6.1.1.11)	[MISSING]
Q0KDK9	1	serS H16_A0764	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SUBUNIT: Homodimer. The tRNA molecule binds across the dimer. {ECO:0000255|HAMAP-Rule:MF_00176}.
Q0KDI3	2	serC H16_A0791	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00160, ECO:0000256|SAAS:SAAS00347516}.
Q0K219	1	serB3 H16_B1164	Phosphoserine phosphatase (EC 3.1.3.3)	[MISSING]
Q0K766	1	serB2 H16_A3080	Phosphoserine phosphatase (EC 3.1.3.3)	[MISSING]
Q0KBN4	1	serB1 H16_A1452	Phosphoserine phosphatase (EC 3.1.3.3)	[MISSING]
Q0K073	1	serA6 H16_B1819	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	[MISSING]
Q0K2Z1	1	serA5 H16_B0841	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	[MISSING]
Q0K308	1	serA4 H16_B0824	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	[MISSING]
Q0K411	1	serA3 H16_B0466	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	[MISSING]
Q0K4C7	1	serA2 H16_B0347	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	[MISSING]
Q0K5F3	1	serA1 H16_A3712	D-3-Phosphoglycerate dehydrogenase (EC 1.1.1.95)	[MISSING]
Q0K4H9	1	selD H16_B0295	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	[MISSING]
Q0K8F8	1	sdhD H16_A2631	Succinate dehydrogenase (Hydrophobic anchor subunit) (EC 1.3.99.1)	[MISSING]
Q0K8F7	1	sdhC H16_A2632	Succinate dehydrogenase (Cytochrome b subunit) (EC 1.3.99.1)	[MISSING]
Q0K8G0	1	sdhB H16_A2629	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	[MISSING]
Q0K8F9	1	sdhA H16_A2630	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	[MISSING]
Q0K5P2	1	sdaA H16_A3622	L-serine dehydratase (EC 4.3.1.17)	[MISSING]
Q0KAC1	1	sbm2 H16_A1949	Methylmalonyl-CoA mutase (EC 5.4.99.2)	[MISSING]
Q0KEZ0	2	sbm1 icmF H16_A0280	Fused isobutyryl-CoA mutase [Includes: Isobutyryl-CoA mutase (ICM) (EC 5.4.99.13); P-loop GTPase (EC 3.6.5.-) (G-protein chaperone)]	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_02050}.
Q0K845	2	sauS H16_A2747	Sulfoacetaldehyde dehydrogenase (acylating) (EC 1.2.1.81)	SUBUNIT: Homodimer. {ECO:0000269|PubMed:20693281}.
Q0K881	1	rsgA H16_A2711	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	SUBUNIT: Monomer. Associates with 30S ribosomal subunit, binds 16S rRNA. {ECO:0000256|HAMAP-Rule:MF_01820, ECO:0000256|SAAS:SAAS01207817}.
Q0K980	2	rpiA H16_A2345	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00170}.
Q04539	1	rpe2 cbbEP cfxE PHG423	Ribulose-phosphate 3-epimerase 2 (EC 5.1.3.1)	[MISSING]
P40117	1	rpe1 cbbE2 cbbEC cfxE H16_B1391	Ribulose-phosphate 3-epimerase 1 (EC 5.1.3.1)	[MISSING]
Q0K6I5	1	rpe H16_A3317	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	[MISSING]
Q0K7T9	1	ribH H16_A2855	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	[MISSING]
Q0K7U6	1	ribD H16_A2848	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	[MISSING]
Q0K7U5	1	ribC H16_A2849	Riboflavin synthase alpha chain (EC 2.5.1.9)	[MISSING]
Q0K7U0	2	ribBA ribB H16_A2854	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00180}.
Q0K1W1	2	ribB H16_B1223	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00180, ECO:0000256|RuleBase:RU003843, ECO:0000256|SAAS:SAAS00434290}.
Q0K0W1	1	ribA H16_B1576	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	[MISSING]
Q0K7Q2	1	rfbF H16_A2893	Putative glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	[MISSING]
Q0KAL8	1	rfbD H16_A1850	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	[MISSING]
Q0KAM0	2	rfbC H16_A1848	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase)	SUBUNIT: Homodimer. {ECO:0000256|RuleBase:RU364069}.
Q0KAL7	1	rfbB2 H16_A1851	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	[MISSING]
Q0KEQ1	1	rfbB1 H16_A0369	dTDP-D-glucose 4,6-dehydratase (EC 4.2.1.46)	[MISSING]
Q0KAK4	1	rfbA H16_A1864	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	[MISSING]
Q0JYH1	1	racX H16_B2421	Aspartate racemase (EC 5.1.1.13)	[MISSING]
Q0K2D6	1	quiA H16_B1047	Quinate dehydrogenase (PQQ) (EC 1.1.99.25)	[MISSING]
Q0K7N3	1	pyrX H16_A2912	Dihydroorotase (EC 3.5.2.3)	[MISSING]
Q0KA18	6	pyrH H16_A2053	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	SUBUNIT: Homohexamer. {ECO:0000255|HAMAP-Rule:MF_01220}.
Q0KCE5	4	pyrG H16_A1185	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_01227}.
Q0K6Y9	1	pyrF H16_A3157	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	[MISSING]
Q0KF45	2	pyrE H16_A0224	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01208}.
Q0KBT4	1	pyrD H16_A1401	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00225}.
Q0KEE2	2	pyrC H16_A0479	Dihydroorotase (DHOase) (EC 3.5.2.3)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00219}.
Q0K7N2	1	pyrB H16_A2913	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	[MISSING]
Q0K2M2	1	pyk3 H16_B0961	Pyruvate kinase (EC 2.7.1.40)	[MISSING]
Q0K5R1	1	pyk2 H16_A3602	Pyruvate kinase (EC 2.7.1.40)	[MISSING]
Q0KE55	1	pyk1 H16_A0567	Pyruvate kinase (EC 2.7.1.40)	[MISSING]
Q0KC80	1	pyc H16_A1251	Pyruvate carboxylase (EC 6.4.1.1)	[MISSING]
Q0K5N3	1	putA H16_A3631	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	[MISSING]
Q0JZT6	1	purU H16_B1956	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	[MISSING]
Q0K8S8	1	purU H16_A2505	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	[MISSING]
Q0K7A4	1	purN H16_A3042	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	[MISSING]
Q0K769	1	purM H16_A3077	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	[MISSING]
Q0KBH8	1	purL H16_A1511	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00419}.
Q0KE51	2	purK H16_A0571	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01928, ECO:0000256|RuleBase:RU361200, ECO:0000256|SAAS:SAAS01092012}.
Q0KEC0	1	purH H16_A0501	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	[MISSING]
Q0K8I2	1	purF H16_A2607	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	[MISSING]
Q0KE52	1	purE H16_A0570	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	[MISSING]
Q0KD60	1	purD H16_A0915	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	[MISSING]
Q0KE53	1	purC H16_A0569	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	[MISSING]
Q0K722	1	purB H16_A3124	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	[MISSING]
Q0JZP8	2	purA purA2 H16_B1994	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00011}.
Q0K972	2	purA purA1 H16_A2354	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00011}.
Q0KAE6	1	ptpS H16_A1924	6-Pyruvoyl tetrahydrobiopterin synthase protein	[MISSING]
Q0K021	1	pta2 H16_B1871	Phosphotransacetylase (EC 2.3.1.8)	[MISSING]
Q0K0Q8	1	pta1 H16_B1631	Phosphotransacetylase (EC 2.3.1.8)	[MISSING]
Q0KCU0	1	pssA H16_A1039	Phosphatidylserine synthase (EC 2.7.8.8)	[MISSING]
Q0KCU1	1	psd H16_A1038	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	SUBUNIT: Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit. {ECO:0000255|HAMAP-Rule:MF_00664}.
Q0KEP8	6	prsA prs H16_A0372	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	SUBUNIT: Homohexamer. {ECO:0000256|HAMAP-Rule:MF_00583}.
Q0KAG6	1	prpR H16_A1904	Propionate catabolism activator (EC 3.6.1.-)	[MISSING]
Q0K8X0	1	prpE H16_A2462	Propionate-CoA ligase (EC 6.2.1.17)	[MISSING]
Q0K192	1	prpD4 H16_B1444	2-Methylcitrate dehydratase (EC 4.2.1.79)	[MISSING]
Q0K1A0	1	prpD3 H16_B1436	2-Methylcitrate dehydratase (EC 4.2.1.79)	[MISSING]
Q0K3E6	1	prpD2 H16_B0681	2-Methylcitrate dehydratase (EC 4.2.1.79)	[MISSING]
Q0KAG1	1	prpD1 H16_A1909	2-Methylcitrate dehydratase (EC 4.2.1.79)	[MISSING]
Q0K8F3	1	prpC2 H16_A2636	Citrate synthase	[MISSING]
Q0KAG4	1	prpC1 H16_A1906	Citrate synthase	[MISSING]
Q0KAG5	1	prpB H16_A1905	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000256|HAMAP-Rule:MF_01939}.
Q0K6Q0	2	proS H16_A3246	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01569}.
Q0K740	1	proC H16_A3106	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	[MISSING]
Q0K6P7	1	proB H16_A3249	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	[MISSING]
