ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
P75030	1	ureA BSU36660	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000255|HAMAP-Rule:MF_00739}.
P39578	1	dltD BSU38530 ipa-2r	Protein DltD	[MISSING]
P70998	1	speE ywhF BSU37500	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	SUBUNIT: Homodimer or homotetramer. {ECO:0000255|HAMAP-Rule:MF_00198, ECO:0000269|Ref.4}.
P52999	1	panD BSU22410	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	SUBUNIT: Heterooctamer of four alpha and four beta subunits. {ECO:0000255|HAMAP-Rule:MF_00446}.
P70999	1	speB ywhG BSU37490	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	[MISSING]
P37251	1	ilvB BSU28310	Acetolactate synthase large subunit (AHAS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (ALS) (Vegetative protein 105) (VEG105)	SUBUNIT: Dimer of large and small chains.
O32188	1	yusV BSU32940	Probable siderophore transport system ATP-binding protein YusV	SUBUNIT: The iron-hydroxamate siderophore complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (YfiZ and YfhA) and a solute-binding protein (YfiY); the catechoplate siderophore complex is composed of one ATP-binding protein (YusV), two transmembrane proteins (FeuB and FeuC) and a solute-binding protein (FeuA). {ECO:0000305}.
P18157	1	glpK BSU09290	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	SUBUNIT: Homotetramer and homodimer (in equilibrium). {ECO:0000255|HAMAP-Rule:MF_00186}.
P46320	1	licH celD celF BSU38560	Probable 6-phospho-beta-glucosidase (EC 3.2.1.86)	[MISSING]
P12946	1	ctaA BSU14870	Heme A synthase (HAS) (EC 1.3.-.-) (Cytochrome aa3-controlling protein)	SUBUNIT: Interacts with CtaB. {ECO:0000269|PubMed:15491161}.
O32060	1	yrbD BSU27810	Putative sodium/proton-dependent alanine carrier protein YrbD	[MISSING]
P39636	1	rocC BSU37760 ipa-78d	Amino-acid permease RocC	[MISSING]
P39608	1	ywcJ BSU38060 ipa-48r	Uncharacterized transporter YwcJ	[MISSING]
P45744	1	dhbC BSU31990	Isochorismate synthase DhbC (EC 5.4.4.2) (Isochorismate mutase)	[MISSING]
P42178	1	narJ BSU37260	Probable nitrate reductase molybdenum cofactor assembly chaperone NarJ	[MISSING]
P28819	1	pabA trpG BSU00750	Aminodeoxychorismate/anthranilate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (EC 4.1.3.27) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	SUBUNIT: Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity). {ECO:0000250}.
P16440	1	ribE ribB BSU23270	Riboflavin synthase (RS) (EC 2.5.1.9) (Heavy riboflavin synthase alpha subunit) (HRS alpha subunit) (Light riboflavin synthase)	SUBUNIT: Homotrimer. Can interact with 6,7-dimethyl-8-ribityllumazine synthase, forming a lumazine synthase/riboflavin synthase complex, also designated as 'heavy riboflavin synthase complex', which consists of a trimer of riboflavin synthase enclosed within an icosahedral structure composed of 60 subunits of 6,7-dimethyl-8-ribityllumazine synthase. {ECO:0000269|PubMed:2106516, ECO:0000269|PubMed:3083108, ECO:0000269|PubMed:6766130}.
P53554	1	bioI CYP107H BSU30190	Biotin biosynthesis cytochrome P450 (EC 1.14.14.46)	[MISSING]
P39820	1	proB BSU13120	Glutamate 5-kinase 1 (EC 2.7.2.11) (Gamma-glutamyl kinase 1) (GK 1)	[MISSING]
P18579	1	murB ylxC BSU15230	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	[MISSING]
P25994	1	pyrAB BSU15520	Carbamoyl-phosphate synthase pyrimidine-specific large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.
P53558	1	bioD BSU30210	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	[MISSING]
P24012	1	ctaE BSU14910	Cytochrome c oxidase subunit 3 (EC 1.9.3.1) (Caa-3605 subunit 3) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III) (Oxidase aa(3) subunit 3)	[MISSING]
O34368	1	gutA ydjD BSU06160	Probable glucitol transport protein GutA	[MISSING]
O32147	1	pucA yurF BSU32510	Probable xanthine dehydrogenase subunit A (XDHase subunit A) (EC 1.17.1.4)	SUBUNIT: Could be composed of four subunits: PucA, PucC, PucD and PucE.
Q06755	1	ispD yacM BSU00900	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	[MISSING]
P50726	1	fmnP ribU ypaA BSU23050	Riboflavin transporter FmnP (FMN permease) (Riboflavin ECF transporter S component FmnP)	SUBUNIT: Forms a stable energy-coupling factor (ECF) transporter complex composed of a membrane-embedded substrate-binding protein (S component), 2 ATP-binding proteins (A component) and 2 transmembrane proteins (T component). May be able to interact with more than 1 S component at a time (By similarity). {ECO:0000250}.
P94530	1	araQ yseE BSU28730	L-arabinose transport system permease protein AraQ	[MISSING]
P37941	1	bfmBAB bfmB1b BSU24040	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta)	SUBUNIT: Heterotetramer of two alpha and two beta chains. Directly associated with ODBA in the E1 complex.
O32144	1	pucD yurC BSU32480	Probable xanthine dehydrogenase subunit D (XDHase subunit D) (EC 1.17.1.4)	SUBUNIT: Could be composed of four subunits: PucA, PucC, PucD and PucE.
O05269	1	guaC yumD BSU32130	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	[MISSING]
P25996	1	pyrD pyrDA pyrDI BSU15540	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000269|PubMed:10545205}.
O34946	1	znuC adcC ycdI BSU02860	High-affinity zinc uptake system ATP-binding protein ZnuC (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (ZnuC), two transmembrane proteins (ZnuB) and a solute-binding protein (ZnuA). {ECO:0000305}.
P45745	1	dhbF BSU31960	Dimodular nonribosomal peptide synthase	[MISSING]
P94584	6	fabZ ywpB BSU36370	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	[MISSING]
P39821	1	proA BSU13130	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	[MISSING]
P42432	1	nasA BSU03330	Nitrate transporter	[MISSING]
P42433	1	nasB nasBA BSU03320	Assimilatory nitrate reductase electron transfer subunit	[MISSING]
P12043	1	purM ath BSU06500	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	[MISSING]
P80861	1	yjlD BSU12290	NADH dehydrogenase-like protein YjlD (EC 1.6.99.-) (Glucose starvation-inducible protein 5) (GSI5)	[MISSING]
O31464	1	glnT ybgH BSU02420	Probable sodium/glutamine symporter GlnT	[MISSING]
P46338	1	pstS yqgG yzmB BSU24990	Phosphate-binding protein PstS (PBP)	SUBUNIT: The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS). {ECO:0000305}.
P26382	1	levG BSU27040	Fructose permease IID component (EIID-Fru) (PTS system fructose-specific EIID component) (p30)	[MISSING]
P37815	10	atpE BSU36860	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	SUBUNIT: F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex. {ECO:0000255|HAMAP-Rule:MF_01396, ECO:0000269|PubMed:19717609, ECO:0000305}.
O34426	1	speH speD ytcF BSU29010	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	SUBUNIT: Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers. {ECO:0000255|HAMAP-Rule:MF_00464}.
O34313	1	yfkN BSU07840	Trifunctional nucleotide phosphoesterase protein YfkN [Includes: 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase (EC 3.1.3.6) (EC 3.1.4.16); 5'-nucleotidase (EC 3.1.3.5)]	[MISSING]
O34340	6	fabF yjaY BSU11340	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	[MISSING]
P12425	1	glnA BSU17460	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I alpha) (GSI alpha)	SUBUNIT: Oligomer of 12 subunits arranged in the form of two hexagons. In its feedback-inhibited form, interacts with TnrA in order to block its DNA-binding activity. This inhibitory effect is the highest when both glutamine and AMP are present. {ECO:0000269|PubMed:11719184, ECO:0000269|PubMed:24158439, ECO:0000269|PubMed:25691471}.
O06491	1	gatA yedB yerM BSU06680	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	SUBUNIT: Heterotrimer of A, B and C subunits.
O32090	1	pncB yueK BSU31750	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)	[MISSING]
P38032	1	nadB BSU27870	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	[MISSING]
O34987	1	pbuG yebB BSU06370	Guanine/hypoxanthine permease PbuG	[MISSING]
P25503	1	hutU BSU39360 EE57A	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	[MISSING]
P23973	1	menF icsM BSU30830	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate mutase)	[MISSING]
Q07429	1	nrgA amtB BSU36510	Ammonium transporter (Membrane protein NrgA) (Protein AmtB)	SUBUNIT: Interacts with NrgB for a correct localization of the latter. GlnK-AmtB complex interacts with TnrA. {ECO:0000269|PubMed:17001076, ECO:0000269|PubMed:21435182, ECO:0000305|PubMed:14600241}.
O34436	1	pit ykaB BSU12840	Probable low-affinity inorganic phosphate transporter	[MISSING]
P50618	1	nrdI ymaA BSU17370	Protein NrdI	[MISSING]
P24010	1	ctaD BSU14900	Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Caa-3605 subunit 1) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I) (Oxidase aa(3) subunit 1)	[MISSING]
P42957	1	mtlD mtlB BSU03990	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	[MISSING]
O34858	1	argH BSU29440	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	[MISSING]
O34598	1	guaD gde BSU13170	Guanine deaminase (GDEase) (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	[MISSING]
O32102	1	besA yuiI BSU32010	Ferri-bacillibactin esterase BesA (EC 3.1.-.-) (Bacillibactin trilactone hydrolase)	[MISSING]
P39766	1	pyrP BSU15480	Uracil permease (Uracil transporter)	[MISSING]
P54381	1	glyS yqfK BSU25260	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	SUBUNIT: Tetramer of two alpha and two beta subunits.
Q9KWZ1	1	nadA BSU27850	Quinolinate synthase A (EC 2.5.1.72)	[MISSING]
P39816	1	gamP ybfS yzfA BSU02350	Putative PTS system glucosamine-specific EIICBA component [Includes: Glucosamine permease IIC component (PTS system glucosamine-specific EIIC component); Glucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system glucosamine-specific EIIB component); Glucosamine-specific phosphotransferase enzyme IIA component (EC 2.7.1.193) (PTS system glucosamine-specific EIIA component)]	[MISSING]
P46913	1	qcrC bfcC BSU22540	Menaquinol-cytochrome c reductase cytochrome b/c subunit	SUBUNIT: The main subunits of the menaquinone:cytochrome c complex are: cytochrome b, the Rieske protein and a cytochrome b/c subunit.
O34348	1	yfmC BSU07520	Fe(3+)-citrate-binding protein YfmC (Ferric-citrate-binding protein)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
P12044	1	purE BSU06420	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	[MISSING]
P42415	1	iolD yxdD BSU39730 E83D	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (THcHDO hydrolase) (EC 3.7.1.22)	[MISSING]
P42953	1	tagG BSU35710	Teichoic acid translocation permease protein TagG	SUBUNIT: The complex is composed of two ATP-binding proteins (TagH) and two transmembrane proteins (TagG). {ECO:0000305}.
P54547	1	zwf yqjJ BSU23850	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) (Vegetative protein 11) (VEG11)	[MISSING]
O30509	1	gatB yerN BSU06690	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	SUBUNIT: Heterotrimer of A, B and C subunits.
P45868	1	maeA BSU37050	Probable NAD-dependent malic enzyme 2 (NAD-ME 2) (EC 1.1.1.38)	[MISSING]
P26379	1	levD sacL BSU27070	PTS system fructose-specific EIIA component (EC 2.7.1.202) (EIIA-Fru) (Fructose-specific phosphotransferase enzyme IIA component) (lev-PTS) (p16)	[MISSING]
O32028	1	mtnN mtn pfs BSU27270	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	[MISSING]
Q03521	1	mraY BSU15190	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	[MISSING]
Q7WY60	1	mrpE BSU31640	Na(+)/H(+) antiporter subunit E (Mrp complex subunit E) (Multiple resistance and pH homeostasis protein E)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
P35162	1	resC ypxC BSU23130	Cytochrome c biogenesis protein ResC	[MISSING]
P94524	1	araB BSU28790	Ribulokinase (EC 2.7.1.16)	[MISSING]
O31461	1	ilvE ybgE BSU02390	Branched-chain-amino-acid transaminase 1 (BCAT 1) (EC 2.6.1.42)	[MISSING]
P35161	1	resB ypxB BSU23140	Cytochrome c biogenesis protein ResB	[MISSING]
P39581	1	dltA dae BSU38500 ipa-5r	D-alanine--poly(phosphoribitol) ligase subunit 1 (EC 6.1.1.13) (D-alanine-D-alanyl carrier protein ligase) (DCL) (D-alanine-activating enzyme) (DAE)	[MISSING]
P39795	1	treA treC BSU07810	Trehalose-6-phosphate hydrolase (EC 3.2.1.93) (Alpha,alpha-phosphotrehalase) (Phospho-alpha-(1-1)-glucosidase)	[MISSING]
P11998	1	ribH BSU23250	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78) (Heavy riboflavin synthase beta subunit) (HRS beta subunit)	SUBUNIT: Forms an icosahedral capsid composed of 60 subunits, arranged as a dodecamer of pentamers. Can interact with riboflavin synthase, forming a lumazine synthase/riboflavin synthase complex, also designated as 'heavy riboflavin synthase complex', which consists of a trimer of riboflavin synthase enclosed within the icosahedral structure composed of 60 subunits of 6,7-dimethyl-8-ribityllumazine synthase. {ECO:0000269|PubMed:3083108, ECO:0000269|PubMed:3145341, ECO:0000269|PubMed:7473709, ECO:0000269|Ref.11}.
O31404	1	acoA yfjK BSU08060	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha (Acetoin:DCPIP oxidoreductase-alpha) (Ao:DCPIP OR) (EC 1.1.1.-) (TPP-dependent acetoin dehydrogenase E1 subunit alpha)	SUBUNIT: Tetramer of 2 alpha and 2 beta subunits. {ECO:0000250}.
P37814	2	atpF BSU36850	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	SUBUNIT: F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex. {ECO:0000255|HAMAP-Rule:MF_01398, ECO:0000269|PubMed:19717609, ECO:0000305}.
O07584	1	plsC yhdO BSU09540	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (1-acyl-G3P acyltransferase) (EC 2.3.1.n4) (Lysophosphatidic acid acyltransferase) (LPAAT) (Phosphatidic acid synthase) (PA synthase)	[MISSING]
O34563	1	glnH BSU27440	ABC transporter glutamine-binding protein GlnH	SUBUNIT: The complex is composed of two ATP-binding proteins (GlnQ), two transmembrane proteins (GlnM and GlnP) and a solute-binding protein (GlnH). {ECO:0000305}.
P39595	1	efeU ywbL BSU38280 ipa-27d	Ferrous iron permease EfeU (Fe(2+) ion permease EfeU) (Ferrous iron uptake protein)	SUBUNIT: Part of a ferrous iron transporter composed of EfeU, EfeM and EfeN. {ECO:0000250}.
P71019	6	fabD ylpE BSU15900	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	[MISSING]
P04948	1	thrB BSU32240	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	[MISSING]
P80877	1	metE metC BSU13180	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme) (Superoxide-inducible protein 9) (SOI9)	[MISSING]
O32117	1	yutJ BSU32200	NADH dehydrogenase-like protein YutJ (EC 1.6.-.-)	[MISSING]
P37942	1	bfmBB bfmB bfmB2 BSU24030	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry.
P20692	1	tyrA BSU22610	Prephenate dehydrogenase (PDH) (EC 1.3.1.12)	[MISSING]
P46353	1	drm yqkN BSU23500	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	[MISSING]
P05306	1	sacP BSU38050 ipa-49d	PTS system sucrose-specific EIIBC component (EIIBC-Scr) (EII-Scr) [Includes: Sucrose-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system sucrose-specific EIIB component); Sucrose permease IIC component (PTS system sucrose-specific EIIC component)]	[MISSING]
